"ID","oc_coffee_doll","NPV_restoration","total_bags","area_coffe_field_ha","group","total_bags_presente","bags_dif","yield_reais_pres","yield_reais_futur","dif_reais","NPV_yield_r","NPV_yield_d","NPV_yield_r_n.progr","NPV_yield_d_n.progr","NPV_yield_r_pres","NPV_yield_d_pres","CARedit","area_rest_ha","total_cost","NUM_MODULO","Sobreposicao","Area_Propriedade_ha","X","Y","APP_area_ha","RL_area_ha","CD_GEOCMU","regiao","Veg_area_ha","PropRL","PropVeg","Cafe_ha","Prop_coffee","Shape_Length","Shape_Area","Perimeter_Area","APPRast_ha","PropAPPrast","Veg_posrest_ha","PropVegposrest","target","compensation_costs","scale","Potential_comp_gain","restor_cost","TonC","rest_desc","restor_cost_f","total_cost_minusCoffee","total_benefits","c_b"
"MG-3108404-8CFD8E77E9044BAA9E41D15DBA37FD8Fint40",0,4755.42317684027,1609.55999999989,52.1999999999963,"Scenarios",1729.07999999988,-119.51999999999,739491.481972749,688375.268769553,-51116.2132031957,-501866.516139581,-156143.327963182,-501866.516139581,-156143.327963182,7260436.37656157,2258904.83194932,"MG-3108404-8CFD8E77E9044BAA9E41D15DBA37FD8F",6.66,17652.1419737537,4.7233,0.0439224884385128,122.805381774902,364428.90625,7609563.5,10.6440057754517,26.1562995910645,3108404,3105,22.7397842407227,0.21298985183239,0.185169279575348,51.0974998474121,0.416085183620453,5022.11673111632,1228053.80955156,0.00408949237316847,6.84000015258789,0.0556978844106197,29.3997842407227,0.239401431890105,"rl40",0,"regional-level",0,18259.457825357,567.631654129028,0.706303490512391,12896.7187969134,17652.1419737537,-156143.327963182,-173795.469936936
"MG-3108404-8CFD8E77E9044BAA9E41D15DBA37FD8Fpresent",0,0,1729.07999999988,52.1999999999963,"Present",1729.07999999988,0,739491.481972749,739491.481972749,0,0,0,0,0,7260436.37656157,2258904.83194932,"MG-3108404-8CFD8E77E9044BAA9E41D15DBA37FD8F",0,0,4.7233,0.0439224884385128,122.805381774902,364428.90625,7609563.5,10.6440057754517,26.1562995910645,3108404,3105,22.7397842407227,0.21298985183239,0.185169279575348,51.0974998474121,0.416085183620453,5022.11673111632,1228053.80955156,0.00408949237316847,6.84000015258789,0.0556978844106197,22.7397842407227,0.185169279575348,"present",0,"present",0,0,0,0,0,0,0,0
"MG-3108404-8E50F23946344CFD86886BD2C69265E6indiv10",0,1930.19750228677,1261.71000000002,43.0200000000008,"Scenarios",1319.31000000003,-57.6000000000099,564241.392579613,539607.072963609,-24634.3196160042,-241863.381272149,-75249.7966087815,-241863.381272149,-75249.7966087815,5539805.1657311,1723573.07576244,"MG-3108404-8E50F23946344CFD86886BD2C69265E6",2.52,17469.4457554646,5,0.011611507,129.9986572,343716.4063,7602047,6.592325687,26.33783722,3108404,3105,17.26473808,0.202600837,0.132807046,42.32249832,0.325561047,5404.035853,1299986.61,0.004156994,2.430000067,0.018692501,19.78473808,0.152191864947971,"fl10",9815.12806799356,"farm-level",0,6317.51226771323,215.552644958496,0.906071874911645,5724.12018518424,17469.4457554646,-75249.7966087815,-92719.2423642461
"MG-3108404-8E50F23946344CFD86886BD2C69265E6indiv20",126.571138282122,2721.20533396472,1349.64000000003,42.9300000000008,"Scenarios",1319.31000000003,30.3300000000002,564241.392579613,577212.901502413,12971.5089228001,47168.3598466087,14675.2661198979,127356.186701095,39623.7210268049,5539805.1657311,1723573.07576244,"MG-3108404-8E50F23946344CFD86886BD2C69265E6",8.82,10450.1715055726,5,0.0116115072895264,129.998657226562,343716.40625,7602047,6.59232568740845,26.3378372192383,3108404,3105,17.2647380828857,0.202600836753845,0.132807046175003,42.3224983215332,0.325561046600342,5404.03585321341,1299986.60969377,0.00415699370205402,2.4300000667572,0.0186925008893013,26.0847380828857,0.200653903966294,"fl20",0,"farm-level",0,11640.1817931105,746.747600097656,0.663990160031901,7728.96617160786,10323.6003672905,39623.7210268049,29300.1206595144
"MG-3108404-8E50F23946344CFD86886BD2C69265E6indiv30",253.142276564524,4348.42144484508,1005.30000000004,42.8400000000009,"Scenarios",1319.31000000003,-314.00999999999,564241.392579613,429945.859548017,-134295.533031596,-1318533.33946618,-410228.969324977,-1318533.33946618,-410228.969324977,5539805.1657311,1723573.07576244,"MG-3108404-8E50F23946344CFD86886BD2C69265E6",21.78,19249.6572413701,5,0.0116115072895264,129.998657226562,343716.40625,7602047,6.59232568740845,26.3378372192383,3108404,3105,17.2647380828857,0.202600836753845,0.132807046175003,42.3224983215332,0.325561046600342,5404.03585321341,1299986.60969377,0.00415699370205402,2.4300000667572,0.0186925008893013,39.0447380828857,0.30034724139372,"fl30",0,"farm-level",10190.500011696,26768.5374510289,1855.34375221252,0.556669777860884,14901.235796525,18996.5149648056,-400038.469313281,-419034.984278087
"MG-3108404-8E50F23946344CFD86886BD2C69265E6indiv40",379.713414847206,5986.93766760656,1175.13000000004,42.7500000000017,"Scenarios",1319.31000000003,-144.17999999999,564241.392579613,502578.611290817,-61662.7812887957,-605414.276246702,-188359.647136311,-605414.276246702,-188359.647136311,5539805.1657311,1723573.07576244,"MG-3108404-8E50F23946344CFD86886BD2C69265E6",34.83,29503.108084924,5,0.0116115072895264,129.998657226562,343716.40625,7602047,6.59232568740845,26.3378372192383,3108404,3105,17.2647380828857,0.202600836753845,0.132807046175003,42.3224983215332,0.325561046600342,5404.03585321341,1299986.60969377,0.00415699370205402,2.4300000667572,0.0186925008893013,52.0947380828857,0.400732893664391,"fl40",0,"farm-level",30799.9220766801,45790.5463076131,2956.21590454102,0.513559507662122,23516.1704173174,29123.3946700768,-157559.725059631,-186683.119729708
"MG-3108404-8E50F23946344CFD86886BD2C69265E6int20",0,1930.19750228677,1338.16500000004,43.0200000000008,"Scenarios",1319.31000000003,18.85500000001,564241.392579613,572305.283141417,8063.89056180429,29322.7637622247,9123.05119323511,79172.4662133336,24632.5506086647,5539805.1657311,1723573.07576244,"MG-3108404-8E50F23946344CFD86886BD2C69265E6",2.52,17471.1195992313,5,0.0116115072895264,129.998657226562,343716.40625,7602047,6.59232568740845,26.3378372192383,3108404,3105,17.2647380828857,0.202600836753845,0.132807046175003,42.3224983215332,0.325561046600342,5404.03585321341,1299986.60969377,0.00415699370205402,2.4300000667572,0.0186925008893013,19.7847380828857,0.152191864939072,"rl20",9816.80191185316,"regional-level",0,6317.51226761069,215.552644958496,0.906071874911645,5724.12018509133,17471.1195992313,24632.5506086647,7161.43100943344
"MG-3108404-8E50F23946344CFD86886BD2C69265E6int30",0,1930.19750228677,1403.28000000003,43.0200000000008,"Scenarios",1319.31000000003,83.97,564241.392579613,600153.611644813,35912.2190652001,130587.773699958,40629.1492280852,352591.460510745,109700.094118721,5539805.1657311,1723573.07576244,"MG-3108404-8E50F23946344CFD86886BD2C69265E6",2.52,18436.0528344271,5,0.0116115072895264,129.998657226562,343716.40625,7602047,6.59232568740845,26.3378372192383,3108404,3105,17.2647380828857,0.202600836753845,0.132807046175003,42.3224983215332,0.325561046600342,5404.03585321341,1299986.60969377,0.00415699370205402,2.4300000667572,0.0186925008893013,19.7847380828857,0.152191864939072,"rl30",10781.735147049,"regional-level",0,6317.51226761069,215.552644958496,0.906071874911645,5724.12018509133,18436.0528344271,109700.094118721,91264.0412842939
"MG-3108404-8E50F23946344CFD86886BD2C69265E6int40",0,1930.19750228677,2030.76000000002,43.0200000000008,"Scenarios",1319.31000000003,711.44999999999,564241.392579613,868513.730961609,304272.338381996,1106426.95723274,344237.325453385,2987390.67024372,929452.56592548,5539805.1657311,1723573.07576244,"MG-3108404-8E50F23946344CFD86886BD2C69265E6",2.52,18332.4671445227,5,0.0116115072895264,129.998657226562,343716.40625,7602047,6.59232568740845,26.3378372192383,3108404,3105,17.2647380828857,0.202600836753845,0.132807046175003,42.3224983215332,0.325561046600342,5404.03585321341,1299986.60969377,0.00415699370205402,2.4300000667572,0.0186925008893013,19.7847380828857,0.152191864939072,"rl40",10678.1494571446,"regional-level",0,6317.51226761069,215.552644958496,0.906071874911645,5724.12018509133,18332.4671445227,929452.56592548,911120.098780957
"MG-3108404-8E50F23946344CFD86886BD2C69265E6present",0,0,1319.31000000003,43.0200000000008,"Present",1319.31000000003,0,564241.392579613,564241.392579613,0,0,0,0,0,5539805.1657311,1723573.07576244,"MG-3108404-8E50F23946344CFD86886BD2C69265E6",0,0,5,0.0116115072895264,129.998657226562,343716.40625,7602047,6.59232568740845,26.3378372192383,3108404,3105,17.2647380828857,0.202600836753845,0.132807046175003,42.3224983215332,0.325561046600342,5404.03585321341,1299986.60969377,0.00415699370205402,2.4300000667572,0.0186925008893013,17.2647380828857,0.132807046175003,"present",0,"present",0,0,0,0,0,0,0,0
"MG-3108404-D74C3A6CB48E4A54AAE28DF871D279ACindiv10",644.155803292949,21356.3254776404,4521.33000000025,110.880000000007,"Scenarios",4203.81000000027,317.51999999998,1797881.92959972,1933678.61648291,135796.686883192,493798.14106476,153633.053029663,1333271.88926241,414814.503805811,17651869.8059994,5491941.79656125,"MG-3108404-D74C3A6CB48E4A54AAE28DF871D279AC",42.48,148425.358308327,24.2093,0.013335006,629.4414063,352242.2188,7602240.5,57.91928482,0,3108404,3105,35.48846436,0,0.056380887,111.2624969,0.176763862,24898.94832,6294414.135,0.003955721,43.38000107,0.068918251,77.96846436,0.123869296775877,"fl10",75678.1403654312,"farm-level",0,103345.47432236,3516.81233230591,0.497272791113758,51390.8924652552,147781.202505034,414814.503805811,267033.301300777
"MG-3108404-D74C3A6CB48E4A54AAE28DF871D279ACindiv20",1277.01149470216,27379.285110274,3774.06000000016,110.430000000004,"Scenarios",4203.81000000027,-429.75000000011,1797881.92959972,1614086.81058967,-183795.119010047,-1804527.57121033,-561434.029385878,-1804527.57121033,-561434.029385878,17651869.8059994,5491941.79656125,"MG-3108404-D74C3A6CB48E4A54AAE28DF871D279AC",90.45,96830.9361409459,24.2093,0.0133350059429443,629.44140625,352242.21875,7602240.5,57.9192848205566,0,3108404,3105,35.4884643554688,0,0.0563808865845203,111.262496948242,0.176763862371445,24898.9483225584,6294414.13496764,0.00395572138950229,43.3800010681152,0.0689182505011559,125.938464355469,0.200079726412928,"fl20",0,"farm-level",0,156524.313415727,7503.05782150269,0.443711583939097,69451.6510306719,95553.9246462437,-561434.029385878,-656987.954032122
"MG-3108404-D74C3A6CB48E4A54AAE28DF871D279ACindiv30",3049.00743065019,35289.3634270535,3509.01000000021,109.170000000008,"Scenarios",4203.81000000027,-694.80000000006,1797881.92959972,1500730.44923169,-297151.480368026,-2917477.03659505,-907700.671593349,-2917477.03659505,-907700.671593349,17651869.8059994,5491941.79656125,"MG-3108404-D74C3A6CB48E4A54AAE28DF871D279AC",153.45,140952.118177561,24.2093,0.0133350059429443,629.44140625,352242.21875,7602240.5,57.9192848205566,0,3108404,3105,35.4884643554688,0,0.0563808865845203,111.262496948242,0.176763862371445,24898.9483225584,6294414.13496764,0.00395572138950229,43.3800010681152,0.0689182505011559,188.938464355469,0.300168470773317,"fl30",0,"farm-level",8103.05351159085,256072.915926585,12835.9636289978,0.412627607914617,105662.754750508,137903.110746911,-899597.618081758,-1037500.72882867
"MG-3108404-D74C3A6CB48E4A54AAE28DF871D279ACindiv40",4821.00336659262,43199.441743833,3623.40000000014,107.910000000004,"Scenarios",4203.81000000027,-580.410000000129,1797881.92959972,1549652.66834406,-248229.261255655,-2437151.47785026,-758259.278640714,-2437151.47785026,-758259.278640714,17651869.8059994,5491941.79656125,"MG-3108404-D74C3A6CB48E4A54AAE28DF871D279AC",216.45,188287.604014729,24.2093,0.0133350059429443,629.44140625,352242.21875,7602240.5,57.9192848205566,0,3108404,3105,35.4884643554688,0,0.0563808865845203,111.262496948242,0.176763862371445,24898.9483225584,6294414.13496764,0.00395572138950229,43.3800010681152,0.0689182505011559,251.938464355469,0.400257215133706,"fl40",0,"farm-level",107596.815204619,367650.343127383,18191.9249539947,0.394636275970036,145088.162270896,183466.600648136,-650662.463436095,-834129.064084231
"MG-3108404-D74C3A6CB48E4A54AAE28DF871D279ACint20",644.155803292949,21356.3254776404,4157.55000000029,110.880000000007,"Scenarios",4203.81000000027,-46.2599999999793,1797881.92959972,1778097.49165812,-19784.4379415913,-194246.528084075,-60434.9929013906,-194246.528084075,-60434.9929013906,17651869.8059994,5491941.79656125,"MG-3108404-D74C3A6CB48E4A54AAE28DF871D279AC",42.48,148438.264220575,24.2093,0.0133350059429443,629.44140625,352242.21875,7602240.5,57.9192848205566,0,3108404,3105,35.4884643554688,0,0.0563808865845203,111.262496948242,0.176763862371445,24898.9483225584,6294414.13496764,0.00395572138950229,43.3800010681152,0.0689182505011559,77.9684643554687,0.123869296778518,"rl20",75691.0462607802,"regional-level",0,103345.474356344,3516.81233230591,0.497272791113758,51390.8924821545,147794.108417282,-60434.9929013906,-208229.101318673
"MG-3108404-D74C3A6CB48E4A54AAE28DF871D279ACint30",644.155803292949,21356.3254776404,4681.17000000029,110.880000000007,"Scenarios",4203.81000000027,477.360000000021,1797881.92959972,2002038.85341732,204156.923817609,742376.797111043,230972.140949381,2004442.77229267,623632.689395196,17651869.8059994,5491941.79656125,"MG-3108404-D74C3A6CB48E4A54AAE28DF871D279AC",42.48,155878.243839149,24.2093,0.0133350059429443,629.44140625,352242.21875,7602240.5,57.9192848205566,0,3108404,3105,35.4884643554688,0,0.0563808865845203,111.262496948242,0.176763862371445,24898.9483225584,6294414.13496764,0.00395572138950229,43.3800010681152,0.0689182505011559,77.9684643554687,0.123869296778518,"rl30",83131.0258793546,"regional-level",0,103345.474356344,3516.81233230591,0.497272791113758,51390.8924821545,155234.088035857,623632.689395196,468398.60135934
"MG-3108404-D74C3A6CB48E4A54AAE28DF871D279ACint40",644.155803292949,21356.3254776404,4116.60000000024,110.880000000007,"Scenarios",4203.81000000027,-87.21000000003,1797881.92959972,1760584.0300561,-37297.899543613,-366196.275707428,-113932.895178003,-366196.275707428,-113932.895178003,17651869.8059994,5491941.79656125,"MG-3108404-D74C3A6CB48E4A54AAE28DF871D279AC",42.48,155079.56120127,24.2093,0.0133350059429443,629.44140625,352242.21875,7602240.5,57.9192848205566,0,3108404,3105,35.4884643554688,0,0.0563808865845203,111.262496948242,0.176763862371445,24898.9483225584,6294414.13496764,0.00395572138950229,43.3800010681152,0.0689182505011559,77.9684643554687,0.123869296778518,"rl40",82332.3432414747,"regional-level",0,103345.474356344,3516.81233230591,0.497272791113758,51390.8924821545,154435.405397977,-113932.895178003,-268368.30057598
"MG-3108404-D74C3A6CB48E4A54AAE28DF871D279ACpresent",0,0,4203.81000000027,111.420000000007,"Present",4203.81000000027,0,1797881.92959972,1797881.92959972,0,0,0,0,0,17651869.8059994,5491941.79656125,"MG-3108404-D74C3A6CB48E4A54AAE28DF871D279AC",0,0,24.2093,0.0133350059429443,629.44140625,352242.21875,7602240.5,57.9192848205566,0,3108404,3105,35.4884643554688,0,0.0563808865845203,111.262496948242,0.176763862371445,24898.9483225584,6294414.13496764,0.00395572138950229,43.3800010681152,0.0689182505011559,35.4884643554688,0.0563808865845203,"present",0,"present",0,0,0,0,0,0,0,0
"MG-3108404-EAAA1780D78440F38D34C4742422321Findiv10",253.142276564524,300.135851275779,162.989999999982,5.84999999999935,"Scenarios",208.259999999977,-45.269999999995,89068.4618615902,69707.4262883923,-19361.0355731979,-190089.501218526,-59141.6370221975,-190089.501218526,-59141.6370221975,874487.287911867,272075.045863549,"MG-3108404-EAAA1780D78440F38D34C4742422321F",2.52,8991.1175144513,45.55,0.098800935,31.21518326,341637.5938,7607641,0.525742888,3.412837267,3108404,3105,0.592750669,0.109332606,0.018989177,5.625,0.18020077,3050.058538,312151.833,0.009771073,0.090000004,0.002883212,3.112750669,0.0997191220398429,"fl10",4943.55440672428,"farm-level",0,4135.90506472422,215.560842132568,0.906071874911645,3747.42725645124,8737.97523788677,-59141.6370221975,-67879.6122600843
"MG-3108404-EAAA1780D78440F38D34C4742422321Findiv20",253.142276564524,685.472716242629,115.199999999987,5.84999999999935,"Scenarios",208.259999999977,-93.05999999999,89068.4618615902,49268.6392319944,-39799.8226295957,-390760.525367707,-121575.452646029,-390760.525367707,-121575.452646029,874487.287911867,272075.045863549,"MG-3108404-EAAA1780D78440F38D34C4742422321F",5.67,7691.56856983524,45.55,0.0988009347197032,31.2151832580566,341637.59375,7607641,0.525742888450623,3.412837266922,3108404,3105,0.592750668525696,0.109332606196404,0.0189891774207354,5.625,0.180200770497322,3050.05853831007,312151.832996989,0.0097710732370615,0.0900000035762787,0.00288321240805089,6.2627506685257,0.200631552176112,"fl20",0,"farm-level",0,9557.23913190187,485.018288497925,0.733066919944109,7006.09585359261,7438.42629327072,-121575.452646029,-129013.8789393
"MG-3108404-EAAA1780D78440F38D34C4742422321Findiv30",379.713414847206,1061.54287950279,157.140000000014,5.76000000000047,"Scenarios",208.259999999977,-51.119999999963,89068.4618615902,67205.503202406,-21862.9586591842,-214653.75087884,-66784.1944902338,-214653.75087884,-66784.1944902338,874487.287911867,272075.045863549,"MG-3108404-EAAA1780D78440F38D34C4742422321F",8.73,10965.836350583,45.55,0.0988009347197032,31.2151832580566,341637.59375,7607641,0.525742888450623,3.412837266922,3108404,3105,0.592750668525696,0.109332606196404,0.0189891774207354,5.625,0.180200770497322,3050.05853831007,312151.832996989,0.0097710732370615,0.0900000035762787,0.00288321240805089,9.3227506685257,0.298660770031504,"fl30",0,"farm-level",4033.39991787695,14883.6975965714,746.774323654175,0.665445760827721,9904.29347108017,10586.1229357358,-62750.7945723568,-73336.9175080926
"MG-3108404-EAAA1780D78440F38D34C4742422321Findiv40",379.713414847206,1438.74610377194,198.450000000017,5.76000000000047,"Scenarios",208.259999999977,-9.80999999995998,89068.4618615902,84872.9293020073,-4195.53255958289,-41192.3571227378,-12815.9809848786,-41192.3571227378,-12815.9809848786,874487.287911867,272075.045863549,"MG-3108404-EAAA1780D78440F38D34C4742422321F",11.88,14193.4597015217,45.55,0.0988009347197032,31.2151832580566,341637.59375,7607641,0.525742888450623,3.412837266922,3108404,3105,0.592750668525696,0.109332606196404,0.0189891774207354,5.625,0.180200770497322,3050.05853831007,312151.832996989,0.0097710732370615,0.0900000035762787,0.00288321240805089,12.4727506685257,0.399573200176759,"fl40",0,"farm-level",9008.08800252833,20429.3440439332,1008.52626914978,0.624332997198581,12754.7135977498,13813.7462866745,-3807.89298235027,-17621.6392690248
"MG-3108404-EAAA1780D78440F38D34C4742422321Fint20",0,0,171.629999999981,5.93999999999935,"Scenarios",208.259999999977,-36.629999999996,89068.4618615902,73402.5742307919,-15665.8876307983,-153809.994027714,-47854.1675308835,-153809.994027714,-47854.1675308835,874487.287911867,272075.045863549,"MG-3108404-EAAA1780D78440F38D34C4742422321F",0,8924.82662597948,45.55,0.0988009347197032,31.2151832580566,341637.59375,7607641,0.525742888450623,3.412837266922,3108404,3105,0.592750668525696,0.109332606196404,0.0189891774207354,5.625,0.180200770497322,3050.05853831007,312151.832996989,0.0097710732370615,0.0900000035762787,0.00288321240805089,0.592750668525696,0.0189891779146517,"rl20",8924.82662597948,"regional-level",0,0,0,0,0,0,-47854.1675308835,-47854.1675308835
"MG-3108404-EAAA1780D78440F38D34C4742422321Fint30",0,0,137.429999999985,5.93999999999935,"Scenarios",208.259999999977,-70.829999999992,89068.4618615902,58775.9469587936,-30292.5149027966,-297416.376658011,-92533.7342673347,-297416.376658011,-92533.7342673347,874487.287911867,272075.045863549,"MG-3108404-EAAA1780D78440F38D34C4742422321F",0,9802.08399626111,45.55,0.0988009347197032,31.2151832580566,341637.59375,7607641,0.525742888450623,3.412837266922,3108404,3105,0.592750668525696,0.109332606196404,0.0189891774207354,5.625,0.180200770497322,3050.05853831007,312151.832996989,0.0097710732370615,0.0900000035762787,0.00288321240805089,0.592750668525696,0.0189891779146517,"rl30",9802.08399626111,"regional-level",0,0,0,0,0,0,-92533.7342673347,-92533.7342673347
"MG-3108404-EAAA1780D78440F38D34C4742422321Fint40",0,0,200.699999999978,5.93999999999935,"Scenarios",208.259999999977,-7.55999999999901,89068.4618615902,85835.2074119906,-3233.25444959957,-31744.5687919599,-9876.53580489956,-31744.5687919599,-9876.53580489956,874487.287911867,272075.045863549,"MG-3108404-EAAA1780D78440F38D34C4742422321F",0,9707.9103201872,45.55,0.0988009347197032,31.2151832580566,341637.59375,7607641,0.525742888450623,3.412837266922,3108404,3105,0.592750668525696,0.109332606196404,0.0189891774207354,5.625,0.180200770497322,3050.05853831007,312151.832996989,0.0097710732370615,0.0900000035762787,0.00288321240805089,0.592750668525696,0.0189891779146517,"rl40",9707.9103201872,"regional-level",0,0,0,0,0,0,-9876.53580489956,-9876.53580489956
"MG-3108404-EAAA1780D78440F38D34C4742422321Fpresent",0,0,208.259999999977,6.02999999999935,"Present",208.259999999977,0,89068.4618615902,89068.4618615902,0,0,0,0,0,874487.287911867,272075.045863549,"MG-3108404-EAAA1780D78440F38D34C4742422321F",0,0,45.55,0.0988009347197032,31.2151832580566,341637.59375,7607641,0.525742888450623,3.412837266922,3108404,3105,0.592750668525696,0.109332606196404,0.0189891774207354,5.625,0.180200770497322,3050.05853831007,312151.832996989,0.0097710732370615,0.0900000035762787,0.00288321240805089,0.592750668525696,0.0189891774207354,"present",0,"present",0,0,0,0,0,0,0,0
"MG-3109105-15158482CBF044F4947E1DE9EC5C74CBindiv10",6272.24146661315,35483.7010263313,746.189999999987,29.4299999999994,"Scenarios",1351.70999999993,-605.519999999943,578098.19736357,319129.912400394,-258968.284963176,-2542588.79562279,-791063.486849605,-2542588.79562279,-791063.486849605,5675853.31769624,1765901.08635475,"MG-3109105-15158482CBF044F4947E1DE9EC5C74CB",9.27,94440.4526151761,5.1487,0.07768836,154.4606171,355462.875,7518272.5,14.93529701,31.11075211,3109105,3105,25.70861816,0.201415434,0.166441247,29.58749962,0.191553682,5934.2595,1544606.102,0.003841924,9.630000114,0.062345989,34.97861816,0.22645654806205,"fl10",0,"farm-level",0,89733.9188736687,715.881538009644,0.657017461500224,58956.7515888448,88168.2111485629,-791063.486849605,-879231.697998168
"MG-3109105-15158482CBF044F4947E1DE9EC5C74CBindiv20",6272.24146661315,35483.7010263313,1145.96999999998,29.4299999999994,"Scenarios",1351.70999999993,-205.73999999995,578098.19736357,490107.486985191,-87990.7103783787,-863905.7649811,-268782.86726188,-863905.7649811,-268782.86726188,5675853.31769624,1765901.08635475,"MG-3109105-15158482CBF044F4947E1DE9EC5C74CB",9.27,94440.4526030818,5.1487,0.0776883602835198,154.46061706543,355462.875,7518272.5,14.9352970123291,31.1107521057129,3109105,3105,25.7086181640625,0.201415434479713,0.16644124686718,29.5874996185303,0.191553682088852,5934.25950036119,1544606.10190159,0.00384192424826324,9.63000011444092,0.062345989048481,34.9786181640625,0.226456548139034,"fl20",0,"farm-level",0,89733.9188552607,715.881538009644,0.657017461500224,58956.7515767505,88168.2111364686,-268782.86726188,-356951.078398349
"MG-3109105-15158482CBF044F4947E1DE9EC5C74CBindiv30",6272.24146661315,38286.2788165147,866.339999999981,29.4299999999994,"Scenarios",1351.70999999993,-485.369999999949,578098.19736357,370515.563474392,-207582.633889178,-2038076.89875053,-634097.11423601,-2038076.89875053,-634097.11423601,5675853.31769624,1765901.08635475,"MG-3109105-15158482CBF044F4947E1DE9EC5C74CB",20.7,98575.1276554523,5.1487,0.0776883602835198,154.46061706543,355462.875,7518272.5,14.9352970123291,31.1107521057129,3109105,3105,25.7086181640625,0.201415434479713,0.16644124686718,29.5874996185303,0.191553682088852,5934.25950036119,1544606.10190159,0.00384192424826324,9.63000011444092,0.062345989048481,46.4086181640625,0.300455993545615,"fl30",0,"farm-level",917.865861992244,107317.869301771,1634.81226882935,0.561778287541371,60288.8488389376,92302.8861888391,-633179.248374018,-725482.134562857
"MG-3109105-15158482CBF044F4947E1DE9EC5C74CBindiv40",7168.2759618436,42081.8959811725,775.079999999988,29.3399999999994,"Scenarios",1351.70999999993,-576.629999999942,578098.19736357,331485.563332795,-246612.634030775,-2421279.1934535,-753321.010738019,-2421279.1934535,-753321.010738019,5675853.31769624,1765901.08635475,"MG-3109105-15158482CBF044F4947E1DE9EC5C74CB",36.18,111563.714537028,5.1487,0.0776883602835198,154.46061706543,355462.875,7518272.5,14.9352970123291,31.1107521057129,3109105,3105,25.7086181640625,0.201415434479713,0.16644124686718,29.5874996185303,0.191553682088852,5934.25950036119,1544606.10190159,0.00384192424826324,9.63000011444092,0.062345989048481,61.8886181640625,0.400675714883661,"fl40",0,"farm-level",25364.9044494222,136143.246785551,2878.86381523132,0.51035817197236,69481.8185558556,104395.438575185,-727956.106288597,-832351.544863781
"MG-3109105-15158482CBF044F4947E1DE9EC5C74CBint20",6272.24146661315,35483.7010263313,750.329999999983,29.4299999999994,"Scenarios",1351.70999999993,-601.379999999947,578098.19736357,320900.504122793,-257197.693240777,-2525204.86509387,-785654.907718355,-2525204.86509387,-785654.907718355,5675853.31769624,1765901.08635475,"MG-3109105-15158482CBF044F4947E1DE9EC5C74CB",9.27,94440.4526030818,5.1487,0.0776883602835198,154.46061706543,355462.875,7518272.5,14.9352970123291,31.1107521057129,3109105,3105,25.7086181640625,0.201415434479713,0.16644124686718,29.5874996185303,0.191553682088852,5934.25950036119,1544606.10190159,0.00384192424826324,9.63000011444092,0.062345989048481,34.9786181640625,0.226456548139035,"rl20",0,"regional-level",0,89733.9188552607,715.881538009644,0.657017461500224,58956.7515767505,88168.2111364686,-785654.907718355,-873823.118854824
"MG-3109105-15158482CBF044F4947E1DE9EC5C74CBint30",6272.24146661315,35483.7010263313,821.15999999999,29.4299999999994,"Scenarios",1351.70999999993,-530.54999999994,578098.19736357,351193.019025596,-226905.178337974,-2227788.4884358,-693121.173451001,-2227788.4884358,-693121.173451001,5675853.31769624,1765901.08635475,"MG-3109105-15158482CBF044F4947E1DE9EC5C74CB",9.27,94440.4526030818,5.1487,0.0776883602835198,154.46061706543,355462.875,7518272.5,14.9352970123291,31.1107521057129,3109105,3105,25.7086181640625,0.201415434479713,0.16644124686718,29.5874996185303,0.191553682088852,5934.25950036119,1544606.10190159,0.00384192424826324,9.63000011444092,0.062345989048481,34.9786181640625,0.226456548139035,"rl30",0,"regional-level",0,89733.9188552607,715.881538009644,0.657017461500224,58956.7515767505,88168.2111364686,-693121.173451001,-781289.38458747
"MG-3109105-15158482CBF044F4947E1DE9EC5C74CBint40",6272.24146661315,35483.7010263313,892.079999999992,29.4299999999994,"Scenarios",1351.70999999993,-459.629999999938,578098.19736357,381524.025052797,-196574.172310774,-1929994.20024451,-600469.861376452,-1929994.20024451,-600469.861376452,5675853.31769624,1765901.08635475,"MG-3109105-15158482CBF044F4947E1DE9EC5C74CB",9.27,94440.4526030818,5.1487,0.0776883602835198,154.46061706543,355462.875,7518272.5,14.9352970123291,31.1107521057129,3109105,3105,25.7086181640625,0.201415434479713,0.16644124686718,29.5874996185303,0.191553682088852,5934.25950036119,1544606.10190159,0.00384192424826324,9.63000011444092,0.062345989048481,34.9786181640625,0.226456548139035,"rl40",0,"regional-level",0,89733.9188552607,715.881538009644,0.657017461500224,58956.7515767505,88168.2111364686,-600469.861376452,-688638.072512921
"MG-3109105-15158482CBF044F4947E1DE9EC5C74CBpresent",0,0,1351.70999999993,30.0599999999984,"Present",1351.70999999993,0,578098.19736357,578098.19736357,0,0,0,0,0,5675853.31769624,1765901.08635475,"MG-3109105-15158482CBF044F4947E1DE9EC5C74CB",0,0,5.1487,0.0776883602835198,154.46061706543,355462.875,7518272.5,14.9352970123291,31.1107521057129,3109105,3105,25.7086181640625,0.201415434479713,0.16644124686718,29.5874996185303,0.191553682088852,5934.25950036119,1544606.10190159,0.00384192424826324,9.63000011444092,0.062345989048481,25.7086181640625,0.16644124686718,"present",0,"present",0,0,0,0,0,0,0,0
