"codigo_ibg","yield","FC_m","FC2km","FC500m","PollinatorD","EUdist","ID"
4123709,7.444444444,0.036,0.015333333,0.032666667,0.3,949.7549859,"other municipalities"
4123907,23.44444444,0.078666667,0.078333333,0.054333333,0.3,336.3530196,"other municipalities"
4123956,6.666666667,0.063333333,0.014,0.017333333,0.3,890.9164929,"other municipalities"
4124004,30.03888889,0.104333333,0.09,0.073333333,0.3,224.7733608,"other municipalities"
4124103,30.75555556,0.060666667,0.059333333,0.05,0.3,289.7150235,"other municipalities"
4124202,11.11111111,0.041666667,0.019,0.058666667,0.3,615.7506112,"other municipalities"
4124301,21.76666667,0.129,0.08,0.031666667,0.3,251.8574648,"other municipalities"
4124509,13.73888889,0.02,0.002666667,0.033666667,0.3,1046.558523,"other municipalities"
4124707,24.30555556,0.230666667,0.133,0.085,0.3,203.5375469,"other municipalities"
4125001,16.90555556,0.032333333,0.045666667,0.052,0.3,387.687606,"other municipalities"
4125357,17.52222222,0.066,0.035,0.025666667,0.3,558.0050581,"other municipalities"
4125555,17.45,0.166666667,0.074666667,0.062333333,0.3,438.3037282,"other municipalities"
4125803,16.85,0.079,0.073,0.011666667,0.3,360.7105939,"other municipalities"
4125902,9.722222222,0.033,0.029333333,0.024666667,0.3,684.7181013,"other municipalities"
4126009,21.68333333,0.081333333,0.051,0.041666667,0.3,546.5318491,"other municipalities"
4126108,17.24444444,0.153,0.071,0.069666667,0.3,235.0949449,"other municipalities"
4126207,22.24444444,0.243,0.252333333,0.152,0.3,121.2157459,"other municipalities"
4126256,30.27777778,0.031,0.058666667,0.062,0.3,290.3784702,"other municipalities"
4126405,21.64444444,0.015333333,0.037,0.054,0.3,832.6288157,"other municipalities"
4126504,25.15,0.059333333,0.054666667,0.042666667,0.3,357.2233477,"other municipalities"
4126603,29.92222222,0.076333333,0.072,0.049,0.3,243.7952471,"other municipalities"
4126678,24.44444444,0.263,0.229333333,0.141,0.3,203.0286326,"other municipalities"
4126702,30.57222222,0.060666667,0.043666667,0.019,0.3,546.2693589,"other municipalities"
4126801,21.73333333,0.060666667,0.055666667,0.033,0.3,515.9769812,"other municipalities"
4126900,20.48888889,0.059666667,0.014666667,0.016666667,0.3,621.5985016,"other municipalities"
4127205,14.68333333,0.192333333,0.147,0.062333333,0.3,277.5680859,"other municipalities"
4127304,18.26111111,0.034333333,0.028333333,0.052,0.3,636.0019499,"other municipalities"
4127403,26.11111111,0.061666667,0.047,0.068666667,0.3,323.5647982,"other municipalities"
4127809,32.74444444,0.113666667,0.102666667,0.098,0.3,261.4683506,"other municipalities"
4127908,16.83888889,0.160333333,0.057,0.017,0.3,659.3206123,"other municipalities"
4128104,18.76111111,0.066,0.054,0.037333333,0.3,717.0762676,"other municipalities"
4128401,22.67222222,0.04,0.029333333,0.017333333,0.3,538.0993944,"other municipalities"
4128625,13.03888889,0.071333333,0.008333333,0.020666667,0.3,822.7667044,"other municipalities"
4128807,12.84444444,0.031,0.026666667,0.038333333,0.3,420.7955082,"other municipalities"
